SpadeA,Cognac,Cointreau,Grand_marnier,Syrup,Lemon
Spade2,Rye,Peychaud's,Sugar
Spade3,Vodka,Dry_vermouth,Angostura
Spade4,Gin,Luxardo,Chartreuse_verte,Lemon
Spade5,Rum,Lemon,Syrup
Spade6,Apricot_bandy,Lemon,Orange,Angostura
Spade7,Rum,Cream_of_coconut,Pineapple,Lemon,Syrup
Spade8,Vodka,Lemon,Ginger_ale
Spade9,Vodka,Coffer_liqueur
Spade10,Gin,Campari,Rosso_vermouth
SpadeJ,Mint_liqueur,Cacao_white,Milk
SpadeQ,Burbon,Rosso_vermouth,Angostura
SpadeK,Gin,Dry_vermouth,Angostura
HeartA,Gin,Tonic,Lemon
Heart2,Gin,Rosso_vermouth,Angostura,Luxardo
Heart3,Gin,Chartreuse_verte,Angostura
Heart4,Gin,Lemon,Cointreau,Lillet_blanc
Heart5,Pisco,Lemon,Syrup,Egg
Heart6,Tequila,Orange,Grenadine
Heart7,Rum,Vodka,Blue_curacao,Pineapple,Lemon,Syrup
Heart8,Campari,Grapefruit,Tonic
Heart9,Cognac,Mint_liqueur
Heart10,Absinthe,Peychaud's,Soda,Syrup
HeartJ,Cognac,Cacao_black,Milk
HeartQ,Vodka,Lemon,Cranberry,Syrup,Cointreau
HeartK,Champagne,Kir
ClubA,Rum,Lemon,Syrup,Mint_leaves,Soda
Club2,Gin,Chartreuse_verte,Rosso_vermouth,Angostura
Club3,Cognac,Benedictine
Club4,Gin,Violet_liqueur,Lemon,Luxardo
Club5,Apple_brandy,Benedictine,Cointreau,Lemon
Club6,Sherry,Lemon,Syrup,Orange,Pineapple
Club7,Vodka,Gin,Rum,Tequila,Cointreau,Lemon,Syrup,Coke
Club8,Rum,Coke,Lemon
Club9,Scotch,Drambuie
Club10,Campari,Rosso_vermouth,Soda
ClubJ,Chocolate_vodka,Vanilla_vodka,Cacao_white
ClubQ,Gin,Dry_vermouth,Kir
ClubK,Gin,Cream,Lemon,Syrup,Orange_flower_water,Egg,Soda
DiamondA,Tequila,Cointreau,Lemon,Syrup
Diamond2,Burbon,Angostura,Sugar
Diamond3,Gin,Vodka,Lillet_blanc
Diamond4,Gin,Cointreau,Lemon,Syrup
Diamond5,Scotch,Cointreau,Lemon,Blue_curacao
Diamond6,Vodka,Tomato,Lemon,Tabasco,Worcestershire_sauce
Diamond7,Gin,Cherry_liqueur,Lemon,Syrup,Cointreau,Benedictine,Angostura,Pineapple,Grenadine,Soda
Diamond8,Gin,Lemon,Syrup,Soda
Diamond9,Scotch,Amaretto
Diamond10,Sherry,Dry_vermouth,Angostura
DiamondJ,Midori,Cointreau,Lemon,Syrup
DiamondQ,Gin,Lemon,Grenadine,Egg
DiamondK,Apple_brandy,Gin,Grenadine,Lemon
